AsOfDate,Comapny,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GL_Balance,IHUB_Balance,BalanceDiff,MatchBreak
01/27/2024,XUUGMW1AXXX,10789611,2585,EUR,Savings Account,payment transaction at Hodkiewicz Inc using card ending with ***(...1557) for THB 840.31 in account ***27746320,79967.11,21680.3,58286.81,Break
03/11/2024,FKLJVEFJ,11588404,8811,CRC,Investment Account,withdrawal transaction at Boehm and Sons using card ending with ***(...7558) for BGN 76.41 in account ***13399263,15074.23,69670.14,-54595.91,Break
10/17/2024,JGUDISS4,83492640,8136,CAD,Home Loan Account,deposit transaction at Mertz: Runolfsson and Hamill using card ending with ***(...1856) for SGD 193.83 in account ***82132674,61998.26,11429.52,50568.740000000005,Break
08/12/2024,QSPBAOOE,52957509,8480,TWD,Investment Account,deposit transaction at Smitham Group using card ending with ***(...2898) for GHS 63.62 in account ***22320321,18462.16,12077.02,6385.139999999999,Break
05/27/2024,GXYPHNU7G84,82494263,4485,USD,Money Market Account,payment transaction at Wilderman - Moore using card ending with ***(...3413) for UYU 599.42 in account ***50556310,40558.56,74270.62,-33712.06,Break
01/09/2024,PAQFSH8PXXX,41766999,7631,KZT,Savings Account,payment transaction at Schoen - Bogan using card ending with ***(...1993) for ZAR 846.52 in account ***67035555,16671.8,55645.63,-38973.83,Break
11/18/2024,VSJCAZMB,97564947,3791,RWF,Personal Loan Account,payment transaction at Flatley - O'Connell using card ending with ***(...9265) for HUF 701.02 in account ***36672764,38010.13,29614.94,8395.189999999999,Break
10/06/2024,KMSJTNCD86X,25853559,6090,LBP,Auto Loan Account,invoice transaction at Kuvalis - Hodkiewicz using card ending with ***(...9934) for INR 866.09 in account ***63927368,45429.2,15426.61,30002.59,Break
05/17/2024,BQRHMKFFXXX,96772139,8886,KYD,Money Market Account,withdrawal transaction at Barton LLC using card ending with ***(...8824) for IDR 433.20 in account ***75964755,17880.95,32297.62,-14416.669999999998,Break
03/07/2024,QKFUFKW6I9F,80577684,8842,AZN,Auto Loan Account,payment transaction at Batz - O'Kon using card ending with ***(...0820) for PLN 331.58 in account ***75253355,43015.08,7662.78,35352.3,Break
10/22/2024,NAYSEEJR,78165480,5767,MKD,Checking Account,payment transaction at O'Reilly and Sons using card ending with ***(...5218) for BWP 1.71 in account ***85603072,27470.04,63646.55,-36176.51,Break
05/23/2024,TRNVGNUI,16813015,4347,DJF,Savings Account,invoice transaction at McLaughlin: Lowe and Considine using card ending with ***(...8360) for MDL 846.98 in account ***15919099,22046.59,47055.36,-25008.77,Break
01/01/2025,PSFJAIA1XXX,71465179,6093,COP,Money Market Account,invoice transaction at Osinski Group using card ending with ***(...8184) for BTN 859.62 in account ***96993116,47734.17,26077.84,21656.33,Break
04/16/2024,HVCHMXQEEVA,81966401,8353,CRC,Investment Account,deposit transaction at Glover LLC using card ending with ***(...1587) for UAH 444.35 in account ***48929269,88583.66,71730.16,16853.5,Break
10/07/2023,ZPIRASLB,64605711,484,DZD,Money Market Account,payment transaction at Friesen - Veum using card ending with ***(...5965) for ISK 271.06 in account ***84140366,25044.75,63992.03,-38947.28,Break
01/02/2025,VFMHJP7S,58813858,8831,CHF,Checking Account,withdrawal transaction at Kilback - Hirthe using card ending with ***(...6684) for MOP 340.48 in account ***20514888,38375.84,73804.47,-35428.630000000005,Break
10/06/2023,WQFNBA9KXXX,41276433,3496,LRD,Auto Loan Account,payment transaction at Brekke Inc using card ending with ***(...4429) for MZN 978.74 in account ***00086419,48839.47,38943.68,9895.79,Break
12/19/2023,ICDOMQW3XXX,28417858,3534,ILS,Savings Account,payment transaction at Trantow Group using card ending with ***(...4031) for ANG 562.63 in account ***88000456,42340.47,63105.84,-20765.369999999995,Break
11/06/2024,WSSCFO8PXXX,68890764,7737,UAH,Money Market Account,invoice transaction at Rice - Dickens using card ending with ***(...7861) for CLP 555.65 in account ***65572403,49869.55,51453.15,-1583.5999999999983,Break
12/21/2024,HUVPPG6J6WK,62014602,2944,SAR,Checking Account,withdrawal transaction at Roob: Stokes and Kiehn using card ending with ***(...0272) for CUP 246.92 in account ***64073765,81147.35,71568.22,9579.130000000005,Break
06/26/2024,WRPCCWUYLUB,42930608,7463,USD,Personal Loan Account,deposit transaction at Johnson Inc using card ending with ***(...1838) for TOP 684.15 in account ***66358793,13473.54,74889.94,-61416.4,Break
05/21/2024,FNARWSAJ,18126206,4267,LAK,Auto Loan Account,deposit transaction at Wisozk - Hudson using card ending with ***(...7969) for HUF 143.71 in account ***32186790,75048.64,88098.36,-13049.72,Break
12/10/2023,QMYJBBO5,3594502,4150,KMF,Auto Loan Account,withdrawal transaction at Bergstrom and Sons using card ending with ***(...9401) for CNY 380.87 in account ***59250020,83674.68,76435.84,7238.8399999999965,Break
12/09/2023,NQSPBDIB,15301323,9463,KRW,Checking Account,withdrawal transaction at Willms LLC using card ending with ***(...3451) for SBD 465.11 in account ***02514587,64052.99,70255.47,-6202.480000000003,Break
01/09/2025,LCZVAI0SU10,91685985,4961,MKD,Credit Card Account,deposit transaction at Wintheiser: Collins and Hegmann using card ending with ***(...7455) for SGD 877.11 in account ***73489963,19025.53,10519.28,8506.249999999998,Break
10/15/2024,DUSSIO8K0WM,84642912,8630,NOK,Personal Loan Account,payment transaction at Beer: Von and Breitenberg using card ending with ***(...8651) for NAD 847.29 in account ***73823962,33303.24,75871.66,-42568.420000000006,Break
08/07/2024,UZCJTGWB20Y,53139707,3204,GHS,Credit Card Account,payment transaction at Kutch: Conroy and Koss using card ending with ***(...9101) for ETB 32.71 in account ***53641982,84804.22,37130.12,47674.1,Break
11/04/2024,JASFSHBPXXX,5735497,7128,USD,Money Market Account,withdrawal transaction at Balistreri: Stokes and Dickinson using card ending with ***(...4570) for CHF 408.56 in account ***37486220,47076.97,38916.62,8160.3499999999985,Break
11/22/2023,YVZCFJSHTXL,17977725,3742,AFN,Auto Loan Account,invoice transaction at Hammes - Anderson using card ending with ***(...1943) for BDT 287.45 in account ***63324237,23220.74,98903.04,-75682.29999999999,Break
04/17/2024,RRLYSOAZ,63908224,5657,CNY,Credit Card Account,deposit transaction at Waelchi Group using card ending with ***(...9602) for MKD 925.76 in account ***32489562,69149.25,23455.57,45693.68,Break
05/17/2024,JMGBLBHQBQN,742769,9161,NGN,Money Market Account,payment transaction at Bartell - Streich using card ending with ***(...8353) for BSD 958.23 in account ***72846707,75904.78,58274.44,17630.339999999997,Break
06/27/2024,GHVNPN06,94944483,1923,BIF,Savings Account,withdrawal transaction at Mohr - Heathcote using card ending with ***(...9288) for NGN 511.96 in account ***82608087,59984.68,82960.53,-22975.85,Break
11/10/2024,GEDGNPZ4,3058962,7039,KHR,Checking Account,withdrawal transaction at Bartoletti LLC using card ending with ***(...8051) for WST 100.89 in account ***45061691,57190.2,33295.51,23894.689999999995,Break
01/17/2024,STOUCZH1XXX,54943387,788,AUD,Money Market Account,payment transaction at Hammes LLC using card ending with ***(...4246) for CNY 448.80 in account ***68326480,63047.77,32479.95,30567.82,Break
04/04/2024,OTWVMNWW,17660713,3307,BDT,Auto Loan Account,invoice transaction at Kiehn and Sons using card ending with ***(...5662) for UYU 496.14 in account ***55478036,62816.24,66420.03,-3603.790000000001,Break
01/29/2025,VMZZSZS5XXX,23700241,578,BGN,Personal Loan Account,withdrawal transaction at Greenholt - Koelpin using card ending with ***(...2304) for HKD 102.83 in account ***68284330,66054.38,85759.0,-19704.619999999995,Break
11/13/2024,NHUJSLXTXXX,73500842,2879,JMD,Auto Loan Account,withdrawal transaction at O'Kon and Sons using card ending with ***(...4629) for TOP 551.15 in account ***61230671,25219.04,91525.09,-66306.04999999999,Break
08/11/2024,ULTAUM31,61273962,2698,YER,Money Market Account,payment transaction at Volkman and Sons using card ending with ***(...5356) for VND 257.81 in account ***38333834,61302.63,43331.56,17971.07,Break
03/25/2024,ILJCTZ11XXX,87004900,9470,SRD,Savings Account,deposit transaction at Gorczany: Walker and Muller using card ending with ***(...3056) for CUP 183.52 in account ***65110251,45697.61,7123.35,38574.26,Break
01/12/2024,VLRPAMNTBN7,89028118,6271,RSD,Auto Loan Account,withdrawal transaction at Huel - Von using card ending with ***(...5446) for BGN 794.30 in account ***37190501,13224.15,25258.5,-12034.35,Break
10/04/2024,MTXRDMRHXPM,23760202,7614,TMT,Home Loan Account,deposit transaction at Price - Hackett using card ending with ***(...9180) for EUR 456.71 in account ***68198156,54471.48,12624.43,41847.05,Break
06/14/2024,DVHKVUCHXXX,29546955,9874,PLN,Personal Loan Account,invoice transaction at Kshlerin - Streich using card ending with ***(...6796) for KPW 862.90 in account ***37200726,80142.86,14371.16,65771.7,Break
11/25/2024,LDNYMO26,60795735,1074,BND,Home Loan Account,invoice transaction at Hagenes - Bergnaum using card ending with ***(...5312) for SSP 262.99 in account ***50623808,61265.2,92196.81,-30931.61,Break
09/06/2024,FAFCBSGZAKJ,62614106,6430,USD,Investment Account,withdrawal transaction at Mohr LLC using card ending with ***(...0203) for NAD 604.91 in account ***64281948,36976.99,5525.29,31451.7,Break
11/13/2023,GGLRGRSU2WY,29925555,2794,SEK,Personal Loan Account,withdrawal transaction at Predovic: Wisoky and Braun using card ending with ***(...8154) for JOD 707.85 in account ***53225499,73157.09,63711.6,9445.489999999998,Break
03/15/2024,NNLJGU4F4VF,49935494,5143,CAD,Savings Account,withdrawal transaction at Sanford - Wunsch using card ending with ***(...8448) for MUR 545.46 in account ***06771435,73375.42,35042.24,38333.18,Break
05/18/2024,GTYTBDUM,92596448,6664,LYD,Checking Account,payment transaction at Lang - Schultz using card ending with ***(...5275) for PGK 365.67 in account ***51209875,70316.24,62993.45,7322.790000000008,Break
03/15/2024,UIZDSVQP,34928445,2737,USD,Credit Card Account,deposit transaction at Kilback: Ziemann and Jacobs using card ending with ***(...7078) for NOK 476.25 in account ***75430684,29425.8,69694.54,-40268.73999999999,Break
11/25/2024,HLDOBW2Q,83316523,6867,GTQ,Money Market Account,payment transaction at Kilback: Leffler and Wintheiser using card ending with ***(...0972) for USD 645.88 in account ***75327680,55345.42,69516.8,-14171.380000000005,Break
05/14/2024,UPDSLV34,32151733,374,NGN,Investment Account,payment transaction at Blick Inc using card ending with ***(...1500) for SHP 902.58 in account ***74349458,79159.78,88999.25,-9839.47,Break
01/29/2024,LYQFNLXX,50198199,2480,TOP,Credit Card Account,deposit transaction at Wyman - Bogisich using card ending with ***(...9637) for MYR 834.81 in account ***31338205,69693.31,18648.51,51044.8,Break
12/24/2024,ICPHBHJZXXX,27786407,4365,VND,Credit Card Account,deposit transaction at Berge and Sons using card ending with ***(...0568) for ZAR 244.54 in account ***13988946,37252.99,90292.41,-53039.420000000006,Break
03/03/2024,LVTFHKAKXXX,32284823,4995,SRD,Investment Account,withdrawal transaction at Hansen - Rohan using card ending with ***(...7666) for MWK 879.42 in account ***00536456,80083.46,18774.88,61308.58,Break
12/20/2023,LVCXSYPU,5776887,886,EGP,Personal Loan Account,payment transaction at Spencer: Kemmer and Shields using card ending with ***(...4752) for DJF 203.23 in account ***91937428,74540.58,86988.48,-12447.899999999994,Break
01/29/2025,ULETGIL0,71722630,7795,KGS,Personal Loan Account,deposit transaction at Williamson Inc using card ending with ***(...4474) for SRD 839.92 in account ***14941801,44842.25,75183.7,-30341.45,Break
11/10/2023,QTNESRCZ,41956101,690,RON,Home Loan Account,withdrawal transaction at Dickens - Bernier using card ending with ***(...3824) for BDT 919.75 in account ***67882374,73531.46,82159.9,-8628.439999999988,Break
04/24/2024,XALIMGP8XXX,267781,1141,PKR,Home Loan Account,invoice transaction at Jacobson: Nicolas and Bartoletti using card ending with ***(...2778) for PLN 832.57 in account ***61975886,51433.61,67315.16,-15881.550000000005,Break
10/27/2023,QAWTGLFBYMA,7469820,5455,NGN,Credit Card Account,withdrawal transaction at Koch: Emmerich and Auer using card ending with ***(...8893) for BGN 670.76 in account ***43013915,39765.43,93919.35,-54153.920000000006,Break
06/03/2024,KEQTTRZ8XXX,11648777,297,BBD,Investment Account,invoice transaction at Legros Inc using card ending with ***(...2770) for QAR 992.39 in account ***76410696,32098.56,75021.06,-42922.5,Break
11/12/2023,YBEBPKS0XXX,69601997,9724,USD,Investment Account,payment transaction at Mante and Sons using card ending with ***(...8589) for UYU 512.15 in account ***10452992,33116.24,15271.81,17844.43,Break
08/01/2024,OOSHCUXGXXX,13912799,1612,USD,Checking Account,withdrawal transaction at Wunsch: Predovic and Larkin using card ending with ***(...8768) for WST 641.31 in account ***23588518,79269.94,45590.33,33679.61,Break
09/11/2024,QARGOM4I,65157985,1028,MUR,Personal Loan Account,deposit transaction at Marquardt - Terry using card ending with ***(...6895) for SDG 866.21 in account ***46150389,31913.15,95697.05,-63783.9,Break
01/08/2025,YMGBDOS0,66770428,677,TJS,Savings Account,withdrawal transaction at Bartoletti - Parisian using card ending with ***(...7211) for MKD 838.45 in account ***35638413,29072.39,12313.56,16758.83,Break
11/28/2024,MRZNUMYRXXX,9655750,4875,SBD,Checking Account,invoice transaction at Erdman and Sons using card ending with ***(...9941) for AOA 78.28 in account ***49174786,11967.42,94266.67,-82299.25,Break
01/16/2024,HYCEJOPD,38865620,6340,MNT,Auto Loan Account,deposit transaction at Volkman: Schamberger and Davis using card ending with ***(...8410) for PLN 720.67 in account ***01040987,61044.51,92569.84,-31525.329999999994,Break
04/08/2024,IPUODOXT,43660534,3942,CZK,Checking Account,invoice transaction at Miller - Cummerata using card ending with ***(...0498) for ISK 717.55 in account ***74292542,17475.65,79802.74,-62327.09,Break
08/06/2024,CBEYMAC8,29304209,3188,AMD,Investment Account,deposit transaction at McDermott Inc using card ending with ***(...5063) for GEL 228.65 in account ***99366252,82226.1,9593.5,72632.6,Break
12/11/2023,RQROPWSB,766056,6747,SBD,Credit Card Account,payment transaction at Boyer LLC using card ending with ***(...1814) for TTD 579.27 in account ***52835222,13474.13,23631.72,-10157.590000000002,Break
08/08/2024,EIMKIOS7,7295729,8108,MOP,Investment Account,deposit transaction at Kutch: Halvorson and Quigley using card ending with ***(...7581) for MOP 436.73 in account ***12372965,85179.14,68901.52,16277.619999999995,Break
02/28/2025,ABQPGGXG,45299884,4506,MNT,Money Market Account,invoice transaction at Cremin - Quitzon using card ending with ***(...6039) for NGN 599.64 in account ***11203037,69409.64,70224.49,-814.8500000000058,Break
12/16/2023,GAQWKI1EXXX,14540855,6138,SCR,Money Market Account,withdrawal transaction at Parker: Lebsack and Kshlerin using card ending with ***(...0155) for TZS 558.60 in account ***44657896,43557.78,95400.96,-51843.18000000001,Break
01/28/2024,JWAAJMFK,92543218,3814,KGS,Credit Card Account,deposit transaction at Ritchie and Sons using card ending with ***(...3745) for ANG 802.50 in account ***07013464,79348.32,38572.17,40776.15000000001,Break
01/01/2025,OVOFAI0X,55509511,9556,SBD,Home Loan Account,payment transaction at Padberg - Haley using card ending with ***(...9269) for BRL 549.74 in account ***60656922,24882.61,57590.04,-32707.43,Break
12/21/2024,ZFJIGGFI,25038097,6898,KES,Savings Account,payment transaction at Reilly: Kilback and Parker using card ending with ***(...7763) for PLN 697.46 in account ***25895558,77520.34,74280.36,3239.979999999996,Break
